sub_ind,sub_ID,fit_to,comb_index,comb,feature_names,asymm_LR,bounded_weights,gaze,LR_up,LR_down,inv_temp,gaze_bias,feature_weight_1,feature_weight_2,feature_weight_3,feature_weight_4,feature_weight_5,feature_weight_6,feature_weight_7,feature_weight_8,feature_weight_9,feature_weight_10,feature_weight_11,feature_weight_12,feature_weight_13,feature_weight_14,feature_weight_15,feature_weight_16,feature_weight_17,cost_type,SSE,LL,BIC,model_type,features
100,2135,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.040999999999999995,0.0,3.5060000000000002,14.225,12.853,0.142,3.826,8.883,8.891,-4.713,-8.367,11.511,6.331,-10.835999999999999,-18.514,12.850999999999999,12.857000000000001,-19.852,-8.367,SSE,0.929,44.632,-10.245,FeatureRL,CoST
101,2136,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.642,0.642,0.371,0.0,2.128,1.6540000000000001,-1.4680000000000002,-3.2560000000000002,-2.735,0.627,-2.415,-3.04,-2.359,0.063,1.797,-2.8680000000000003,-4.217,2.863,6.071000000000001,1.226,-4.6819999999999995,SSE,3.238,4.673,69.672,FeatureRL,CoST
102,2137,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,5.553999999999999,5.553999999999999,0.214,0.0,2.659,4.881,3.545,-6.21,-2.053,10.758,0.733,-6.403,-6.642,10.327,9.478,-5.256,-5.1770000000000005,10.48,-0.268,-7.894,-7.162999999999999,SSE,5.726,-13.565999999999999,106.15,FeatureRL,CoST
103,2138,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.605,0.605,0.377,0.0,2.145,0.81,4.031000000000001,-2.719,-3.36,3.637,3.21,-1.785,-1.52,3.3569999999999998,1.6219999999999999,-5.05,1.136,0.701,1.6159999999999999,-1.706,-2.9730000000000003,SSE,3.247,4.578,69.863,FeatureRL,CoST
104,2139,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.39,0.39,0.125,0.0,5.165,1.064,-6.039,-6.871,-8.726,6.4510000000000005,1.946,-5.109,-0.08,5.327999999999999,9.158,-0.171,7.109,2.877,-0.344,0.879,-1.0659999999999998,SSE,4.011,-2.182,83.383,FeatureRL,CoST
105,2140,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.145,0.0,-0.102,4.0,-5.343999999999999,-8.946,-7.478,7.232,1.485,-6.586,7.682,14.35,12.056,0.105,-19.980999999999998,15.25,18.792,5.95,-7.4879999999999995,SSE,5.891,-14.482000000000001,107.98299999999999,FeatureRL,CoST
106,2141,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.011000000000000001,0.011000000000000001,0.077,0.0,0.937,-0.9279999999999999,18.16,0.369,-2.23,9.342,7.14,-5.537000000000001,-5.537000000000001,13.387,3.012,-9.721,-6.212000000000001,9.347999999999999,1.682,-9.717,-1.58,SSE,4.878,-8.443999999999999,95.90700000000001,FeatureRL,CoST
107,2142,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.08800000000000001,0.0,3.305,8.439,2.506,-6.1579999999999995,-9.105,2.502,8.446,-9.109,9.959,7.718,7.015,-9.101,-3.303,4.3660000000000005,11.59,-10.964,-19.052,SSE,3.1,6.063,66.893,FeatureRL,CoST
108,2143,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.858,0.858,0.179,0.0,0.514,5.902,6.46,-11.475,-6.718999999999999,9.253,8.297,0.7040000000000001,2.2230000000000003,9.387,6.367000000000001,-1.306,-8.056000000000001,1.75,1.4180000000000001,-8.399,-7.061,SSE,1.9409999999999998,21.046,36.926,FeatureRL,CoST
109,2144,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.011000000000000001,0.011000000000000001,0.11699999999999999,0.0,-1.0859999999999999,-5.636,-4.6080000000000005,-18.875999999999998,-6.127999999999999,9.91,1.527,0.612,-8.297,9.884,9.366,7.829,-15.558,10.462,9.366,8.859,17.641,SSE,6.3020000000000005,-16.642,112.302,FeatureRL,CoST
110,2145,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.102,0.0,6.6979999999999995,11.26,1.585,2.7880000000000003,-14.966,13.477,13.460999999999999,-8.646,-7.664,14.755999999999998,11.242,2.189,-6.693,16.185,13.502,12.307,-14.960999999999999,SSE,4.316,-4.529,88.07600000000001,FeatureRL,CoST
111,2146,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.011000000000000001,0.011000000000000001,0.115,0.0,4.043,8.759,13.998,-3.16,-4.4719999999999995,7.395,8.07,-11.431,1.8559999999999999,5.559,12.956,-12.498,-1.393,12.946,12.956,-5.782,-10.409,SSE,3.698,0.42200000000000004,78.176,FeatureRL,CoST
112,2147,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.12,0.0,5.181,9.225,15.675999999999998,-4.3389999999999995,-3.505,9.221,7.694,-4.336,-1.795,2.364,10.972000000000001,-8.1,-2.6519999999999997,11.97,2.887,-6.836,-3.4989999999999997,SSE,2.758,9.802,59.415,FeatureRL,CoST
113,2150,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.364,0.0,0.376,18.824,18.775,-19.588,-19.596,18.629,18.750999999999998,-19.517,-3.395,18.875,18.027,-19.441,-19.711,18.495,18.937,-19.6,-19.567999999999998,SSE,0.7509999999999999,51.443000000000005,-23.866,FeatureRL,CoST
114,2152,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.1,0.0,-3.4139999999999997,-2.7739999999999996,10.142999999999999,-6.263999999999999,-7.56,19.762,10.709000000000001,-6.263,-18.531,4.41,11.284,1.4069999999999998,-3.324,11.286,10.142000000000001,-5.645,5.414,SSE,6.343999999999999,-16.851,112.721,FeatureRL,CoST
115,2154,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.09300000000000001,0.0,5.54,9.337,-6.595,-13.357000000000001,-7.13,9.32,8.568999999999999,-6.079,-12.142000000000001,-3.931,11.075999999999999,0.51,-12.162,12.045,10.121,11.164000000000001,2.272,SSE,3.0460000000000003,6.627000000000001,65.764,FeatureRL,CoST
116,2156,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.15,0.0,0.305,4.944,-7.181,-19.834,-1.98,2.74,11.248,-4.425,-1.301,15.290999999999999,8.414,3.818,-9.027999999999999,0.698,13.449000000000002,-13.253,-7.189,SSE,3.734,0.109,78.8,FeatureRL,CoST
117,2157,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.083,0.0,-0.235,7.65,11.112,-7.837000000000001,-3.989,1.433,5.085,-9.205,-5.242999999999999,11.114,6.355,-0.371,-10.625,18.82,5.098,-7.176,-7.169,SSE,2.6180000000000003,11.474,56.071999999999996,FeatureRL,CoST
118,2158,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.069,0.0,-0.5379999999999999,5.6339999999999995,5.63,-9.172,-0.9059999999999999,5.631,15.409,7.129,-12.526,17.334,-0.182,-7.587999999999999,-18.311,-0.182,2.701,4.888999999999999,-8.375,SSE,2.725,10.195,58.629,FeatureRL,CoST
119,2159,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.063,0.0,3.491,5.461,3.766,-5.077,-8.288,11.880999999999998,5.486000000000001,-14.197000000000001,-11.607000000000001,8.088,2.115,-1.9169999999999998,-11.597999999999999,0.48200000000000004,2.9410000000000003,-8.289,-15.091,SSE,1.964,20.668000000000003,37.681999999999995,FeatureRL,CoST
120,2160,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.052000000000000005,0.0,4.46,3.344,6.385,6.375,-7.34,15.386,0.366,-12.238,-10.258,4.333,9.585,-12.238,-9.273,2.33,15.380999999999998,-13.245999999999999,-15.287,SSE,2.076,18.899,41.221000000000004,FeatureRL,CoST
121,2161,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,1.3130000000000002,1.3130000000000002,0.28,0.0,1.9269999999999998,4.6819999999999995,4.877,-3.36,-1.5,3.873,3.588,-1.153,-3.576,4.357,4.276,-3.878,-0.905,4.3260000000000005,1.899,-6.769,-3.23,SSE,2.7689999999999997,9.677999999999999,59.663000000000004,FeatureRL,CoST
122,2162,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,2.165,2.165,0.152,0.0,1.463,6.358,12.539000000000001,5.053,0.016,-0.42,0.485,-11.001,2.108,4.613,-1.0859999999999999,-5.356,-4.968999999999999,5.7,1.275,4.0089999999999995,1.554,SSE,6.08,-15.492,110.00399999999999,FeatureRL,CoST
123,2163,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,2.335,2.335,0.115,0.0,2.475,3.071,6.757999999999999,-2.784,-5.994,6.142,6.485,-6.787999999999999,-6.188,5.944,4.502,-6.446000000000001,-10.404000000000002,1.956,2.06,-9.693999999999999,-9.527000000000001,SSE,1.298,33.933,11.152999999999999,FeatureRL,CoST
124,2164,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.258,0.258,0.191,0.0,2.127,3.378,1.65,-3.8739999999999997,-3.573,2.593,2.068,-2.238,-1.4769999999999999,1.52,4.032,-3.5810000000000004,-2.852,0.149,-0.9390000000000001,-4.896,-3.049,SSE,1.19,36.694,5.63,FeatureRL,CoST
125,2165,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.054000000000000006,0.0,1.249,13.434000000000001,5.352,-14.859000000000002,-4.062,0.63,13.44,-2.174,-18.151,6.317,12.382,-17.006,-12.784,13.436,0.637,-2.2119999999999997,-4.059,SSE,5.267,-10.9,100.819,FeatureRL,CoST
126,2166,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.071,0.0,4.567,11.008,16.223,-15.734000000000002,-11.802999999999999,11.965,18.673,-7.401,-6.69,17.41,16.22,-8.847999999999999,-17.42,11.977,1.188,-9.568999999999999,-15.737,SSE,2.967,7.471,64.07600000000001,FeatureRL,CoST
127,2168,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,3.3169999999999997,3.3169999999999997,0.124,0.0,1.225,4.2010000000000005,7.696000000000001,-11.446,-3.583,5.763999999999999,7.827000000000001,-5.781000000000001,-9.121,14.853,1.9580000000000002,-3.988,-4.497,6.51,9.304,-1.94,-9.079,SSE,3.409,3.023,72.972,FeatureRL,CoST
128,2169,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,4.202,4.202,0.35700000000000004,0.0,-0.878,-0.24600000000000002,-4.605,-2.336,-9.529,-0.508,-0.34600000000000003,-1.766,-3.0839999999999996,6.2139999999999995,1.046,-0.73,-5.725,10.503,10.139,-1.179,2.048,SSE,3.158,5.472,68.075,FeatureRL,CoST
129,2170,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.05,0.0,2.469,12.142000000000001,5.587000000000001,-14.802,-11.615,-3.483,10.967,-19.347,-1.485,-0.451,12.113,5.6129999999999995,-17.047,9.88,10.992,-0.449,-11.589,SSE,3.529,1.915,75.188,FeatureRL,CoST
130,2171,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.111,0.0,0.013999999999999999,7.12,-7.142,-18.69,-13.27,10.537,8.752,-7.6770000000000005,-7.136,13.252,5.581,-6.105,-6.621,18.655,15.673,6.085,1.8019999999999998,SSE,2.594,11.764000000000001,55.49,FeatureRL,CoST
131,2174,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.17800000000000002,0.0,-0.703,14.856,6.524,-11.672,-5.485,6.164,1.5530000000000002,1.838,-19.701,5.818,15.959000000000001,0.983,0.423,6.896,0.706,-4.753,-4.401,SSE,7.474,-22.096999999999998,123.213,FeatureRL,CoST
132,3005,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.11199999999999999,0.0,2.753,5.382000000000001,-3.6460000000000004,-9.289,-2.742,7.085,-3.194,-4.0889999999999995,-2.748,19.707,-4.093999999999999,-10.866,-10.869000000000002,19.695999999999998,5.931,-10.335999999999999,-4.091,SSE,7.567,-22.491999999999997,124.00299999999999,FeatureRL,CoST
133,3006,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.905,0.905,0.284,0.0,2.878,0.698,4.284,-3.522,-3.53,0.13,2.782,-5.021,-3.145,2.872,3.2430000000000003,-1.905,-5.252999999999999,5.3389999999999995,-0.267,-5.244,-4.979,SSE,4.28,-4.2589999999999995,87.537,FeatureRL,CoST
134,3008,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.071,0.0,-3.554,2.863,11.468,-19.483,-2.8689999999999998,15.470999999999998,2.862,1.443,-1.419,4.268,12.265999999999998,13.017999999999999,-9.21,7.09,14.606,1.449,2.846,SSE,6.192,-16.074,111.166,FeatureRL,CoST
135,3009,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.179,0.0,-2.398,7.136,17.546,-5.364,-10.724,11.575,14.698,-9.169,-12.755,6.4910000000000005,9.317,-3.384,-9.907,7.132999999999999,6.815,1.274,0.7070000000000001,SSE,4.226,-3.85,86.719,FeatureRL,CoST
136,3011,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.05,0.0,1.412,-11.542,8.713,-13.69,-18.206,19.082,11.968,-13.696,16.59,3.575,17.822,-8.425,-12.607000000000001,10.857999999999999,6.632999999999999,-6.399,-15.915,SSE,1.7830000000000001,23.758000000000003,31.502,FeatureRL,CoST
137,3012,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.012,0.012,0.156,0.0,0.18,4.515,8.707,-3.455,-2.778,7.77,6.457999999999999,-3.79,1.44,0.789,8.747,-0.504,-5.23,6.874,11.615,-4.147,-9.072000000000001,SSE,4.081,-2.734,84.486,FeatureRL,CoST
138,3013,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,4.422,4.422,0.083,0.0,-1.074,-0.14300000000000002,-5.507999999999999,-12.475999999999999,-6.96,-1.354,6.882000000000001,-6.0120000000000005,-8.363999999999999,0.929,5.955,-0.345,-5.22,-0.595,5.947,-5.624,-7.354,SSE,3.589,1.38,76.258,FeatureRL,CoST
139,3016,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.1,0.0,2.7680000000000002,4.58,-2.259,-0.753,2.369,-8.982000000000001,6.354,-3.77,-19.227999999999998,11.16,5.752000000000001,-8.982000000000001,-10.685,9.67,11.974,2.907,-13.142999999999999,SSE,3.2030000000000003,5.013999999999999,68.991,FeatureRL,CoST
140,3017,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,2.134,2.134,0.11199999999999999,0.0,-3.159,3.0180000000000002,1.754,-13.217,10.277000000000001,3.5780000000000003,1.206,-4.433,-6.945,12.270999999999999,2.011,-6.36,7.7860000000000005,6.314,10.948,-6.13,-5.325,SSE,6.57,-17.972,114.964,FeatureRL,CoST
141,3018,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.073,0.0,0.741,-5.59,-2.81,-11.544,-7.031000000000001,-14.035,-2.117,-12.366,-14.022,12.555,10.08,2.707,-1.43,19.366,19.371,-2.113,0.629,SSE,4.048,-2.474,83.96600000000001,FeatureRL,CoST
142,3019,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.068,0.0,5.712000000000001,-4.905,-13.263,-19.042,-19.105,4.281000000000001,-5.797999999999999,-8.69,-19.243,-2.697,9.505,-6.44,-16.518,7.829,-0.499,19.867,-7.255,SSE,7.226,-21.018,121.056,FeatureRL,CoST
143,3020,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.102,0.0,0.845,13.597000000000001,5.796,10.647,-4.32,10.634,1.63,-3.312,-10.992,19.487000000000002,-0.34600000000000003,-2.32,-8.032,-8.6,7.483,-12.321,-8.607999999999999,SSE,3.7939999999999996,-0.4,79.818,FeatureRL,CoST
144,3021,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,1.089,1.089,0.258,0.0,2.254,8.597999999999999,2.957,-0.07200000000000001,-5.571000000000001,-0.434,-5.675,-6.537999999999999,-6.91,3.617,-1.8430000000000002,-3.803,-4.232,-0.426,-2.509,-3.425,-6.6979999999999995,SSE,4.32,-4.553,88.125,FeatureRL,CoST
145,3022,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.011000000000000001,0.011000000000000001,0.155,0.0,-1.3259999999999998,10.265,1.005,0.037000000000000005,-11.205,12.513,1.639,-3.761,-0.295,7.178,8.405,-10.508,-9.244,9.309,2.298,-3.02,-10.507,SSE,2.904,8.151,62.717,FeatureRL,CoST
146,3023,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,2.971,2.971,0.24600000000000002,0.0,8.932,-4.534,5.397,0.32299999999999995,-9.15,-6.7829999999999995,-1.251,-3.42,-6.093,5.039,-9.411,-3.325,-6.487,-8.027999999999999,1.695,-6.22,-5.297000000000001,SSE,6.397,-17.115,113.25,FeatureRL,CoST
147,3024,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,2.827,2.827,0.162,0.0,8.373,5.086,3.983,-2.1959999999999997,-8.019,2.7430000000000003,-0.441,-3.577,-8.756,-1.367,11.950999999999999,-4.6819999999999995,-3.947,4.207,5.0,-5.122000000000001,-6.807,SSE,2.639,11.222000000000001,56.574,FeatureRL,CoST
148,3026,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.015,0.015,0.183,0.0,1.851,5.331,-1.5590000000000002,-4.635,-2.3930000000000002,6.184,6.196000000000001,-5.22,-1.297,5.756,6.649,-1.8430000000000002,-6.16,5.752000000000001,6.657,-0.736,-5.832000000000001,SSE,2.8939999999999997,8.259,62.5,FeatureRL,CoST
149,4000,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.11699999999999999,0.0,0.303,-4.203,-15.954,-13.537,-7.566,5.457999999999999,-7.5329999999999995,-8.566,-15.046,16.295,16.276,-0.305,-15.113,17.389,13.639000000000001,-1.18,-0.733,SSE,3.585,1.415,76.188,FeatureRL,CoST
150,4001,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.21899999999999997,0.21899999999999997,0.126,0.0,2.131,7.194,10.417,-2.318,-4.107,10.997,4.73,-2.385,-11.844000000000001,3.3139999999999996,4.725,-7.869,-11.785,8.873,6.196000000000001,-7.402,-8.594,SSE,3.615,1.148,76.723,FeatureRL,CoST
